case_id,source_experiment,source_artifact_path,dataset,model_family,explainer,instance_id,prediction,prediction_confidence,true_label,normalized_explanation,explanation_length_tokens,quadrant,random_seed,sample_size,technical_metrics
exp4_d47138a03cd221ff,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_789\n_50\results.json,adult,logreg,lime,1746,1,,0,LIME top local factors: education_Doctorate: 0.0146; occupation_Prof-specialty: 0.0043; education-num: 0.0041; workclass_Private: -0.0025; marital-status_Married-civ-spouse: 0.0024; hours-per-week: -0.0021; marital-status_Never-married: -0.0017; age: 0.0014; capital-gain: 0.0014; sex_Female: -0.0013,88,FP,789,50,"{""cost"": 3.198709018761292, ""faithfulness_gap"": 0.5850753256004378, ""fidelity"": 0.3954129208311694, ""runtime_ms"": 3.198709018761292, ""sparsity"": 0.09259259259259259, ""stability"": 0.1171890694500535}"
exp4_d68ee28a2b213ee2,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_456\n_100\results.json,breast_cancer,rf,anchors,51,0,,1,ANCHORS top local factors: mean perimeter: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000; mean symmetry: 0.0000,75,FN,456,100,"{""cost"": 4010.396800003946, ""faithfulness_gap"": 0.15000000000000002, ""fidelity"": 0.31211267545935056, ""runtime_ms"": 4010.396800003946, ""sparsity"": 0.06666666666666667, ""stability"": 0.20476190476190473}"
exp4_d793ddda2393ae14,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_456\n_100\results.json,breast_cancer,rf,anchors,92,0,,0,ANCHORS top local factors: worst radius: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TN,456,100,"{""cost"": 4012.372800032608, ""faithfulness_gap"": 0.12000000000000001, ""fidelity"": 0.8830666223484538, ""runtime_ms"": 4012.372800032608, ""sparsity"": 0.06666666666666667, ""stability"": 0.22380952380952376}"
exp4_d8a899ad70b4c53f,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_123\n_100\results.json,adult,logreg,anchors,8396,1,,1,ANCHORS top local factors: capital-gain: 1.0000; education_Prof-school: 1.0000; marital-status_Married-civ-spouse: 1.0000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,86,TP,123,100,"{""cost"": 3050.726218963973, ""faithfulness_gap"": 0.221094701279394, ""fidelity"": 0.5719290198427944, ""runtime_ms"": 3050.726218963973, ""sparsity"": 0.027777777777777776, ""stability"": 0.688888888888889}"
exp4_da03a9f284de692d,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_456\n_200\results.json,adult,mlp,anchors,5279,0,,1,ANCHORS top local factors: age: 1.0000; fnlwgt: 1.0000; education-num: 1.0000; workclass_Private: 1.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,80,FN,456,200,"{""cost"": 1029.4756249641068, ""faithfulness_gap"": 0.2621456628971796, ""fidelity"": 0.232678603284863, ""runtime_ms"": 1029.4756249641068, ""sparsity"": 0.037037037037037035, ""stability"": 0.0}"
exp4_dc2b678dea61424b,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_123\n_100\results.json,adult,mlp,anchors,405,0,,0,ANCHORS top local factors: education_7th-8th: 1.0000; education_Masters: 1.0000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,80,TN,123,100,"{""cost"": 121.01766699925065, ""faithfulness_gap"": 0.008897056387346112, ""fidelity"": 0.6182538206626204, ""runtime_ms"": 121.01766699925065, ""sparsity"": 0.018518518518518517, ""stability"": 0.013468700594029475}"
exp4_dc46675654a709a2,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_456\n_200\results.json,adult,mlp,anchors,7261,0,,0,ANCHORS top local factors: education-num: 1.0000; marital-status_Never-married: 1.0000; age: 0.0000; fnlwgt: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,84,TN,456,200,"{""cost"": 151.1868750094436, ""faithfulness_gap"": 0.0007763081796401082, ""fidelity"": -0.016710357861341084, ""runtime_ms"": 151.1868750094436, ""sparsity"": 0.018518518518518517, ""stability"": 0.0}"
exp4_dc5e0af1e6f9ee71,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_42\n_100\results.json,breast_cancer,xgb,anchors,76,0,,0,ANCHORS top local factors: mean concave points: 1.0000; worst concave points: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean symmetry: 0.0000,76,TN,42,100,"{""cost"": 2002.792099956423, ""faithfulness_gap"": 0.08349716663360596, ""fidelity"": 0.7230272950615941, ""runtime_ms"": 2002.792099956423, ""sparsity"": 0.06666666666666667, ""stability"": 0.5714285714285713}"
exp4_de91280a4d84e7ca,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_123\n_100\results.json,adult,logreg,anchors,4459,0,,1,ANCHORS top local factors: marital-status_Married-civ-spouse: 1.0000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,86,FN,123,100,"{""cost"": 1000.6531820004056, ""faithfulness_gap"": 0.06946979844862305, ""fidelity"": 0.6028562204326651, ""runtime_ms"": 1000.6531820004056, ""sparsity"": 0.009259259259259259, ""stability"": 0.3193860371993593}"
exp4_de938d5223748d7d,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_456\n_100\results.json,breast_cancer,rf,anchors,22,0,,0,ANCHORS top local factors: mean smoothness: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000; mean symmetry: 0.0000,75,TN,456,100,"{""cost"": 4006.9631999358535, ""faithfulness_gap"": 0.08, ""fidelity"": 0.2986255127659029, ""runtime_ms"": 4006.9631999358535, ""sparsity"": 0.06666666666666667, ""stability"": 0.32380952380952377}"
exp4_df5a815f94424dc9,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_123\n_100\results.json,adult,logreg,anchors,1629,0,,0,ANCHORS top local factors: age: 1.0000; education-num: 1.0000; capital-gain: 1.0000; fnlwgt: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000; workclass_Private: 0.0000,80,TN,123,100,"{""cost"": 4355.668048956431, ""faithfulness_gap"": 0.09551709402289468, ""fidelity"": 0.22742641415619833, ""runtime_ms"": 4355.668048956431, ""sparsity"": 0.027777777777777776, ""stability"": 0.15714285714285708}"
exp4_e23de818fd8f8613,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_42\n_100\results.json,german_credit,rf,anchors,42,1,,1,ANCHORS top local factors: checking_status_no checking: 1.0000; purpose_used car: 1.0000; savings_status_no known savings: 1.0000; duration: 0.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000,68,TP,42,100,"{""cost"": 1001.0666529997252, ""faithfulness_gap"": 0.040000000000000036, ""fidelity"": 0.15018074588510144, ""runtime_ms"": 1001.0666529997252, ""sparsity"": 0.04918032786885246, ""stability"": 1.0000000000000002}"
exp4_e354d1466bc2ce9c,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_789\n_200\results.json,adult,logreg,lime,2007,1,,0,LIME top local factors: marital-status_Married-spouse-absent: 0.0142; capital-gain: 0.0051; occupation_Exec-managerial: 0.0047; education_Bachelors: 0.0039; education-num: 0.0036; relationship_Not-in-family: 0.0035; hours-per-week: 0.0032; sex_Female: -0.0022; marital-status_Never-married: -0.0021; marital-status_Married-civ-spouse: 0.0003,96,FP,789,200,"{""cost"": 2.637333993334323, ""faithfulness_gap"": 0.27637460953304616, ""fidelity"": 0.6750323572552595, ""runtime_ms"": 2.637333993334323, ""sparsity"": 0.09259259259259259, ""stability"": 0.07338304872788012}"
exp4_e475cad54cb8d814,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_123\n_100\results.json,breast_cancer,rf,shap,65,1,,1,SHAP top local factors: mean concave points: 0.0681; worst texture: -0.0284; mean concavity: 0.0277; mean texture: -0.0262; worst concave points: 0.0240; area error: 0.0182; mean perimeter: 0.0145; perimeter error: 0.0141; smoothness error: 0.0132; worst radius: -0.0129,79,TP,123,100,"{""cost"": 1019.82439996209, ""faithfulness_gap"": 0.06999999999999995, ""fidelity"": 0.6686295859451853, ""runtime_ms"": 1019.82439996209, ""sparsity"": 0.9666666666666667, ""stability"": 0.5838916409431402}"
exp4_e4a3c652adf1d046,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_789\n_100\results.json,adult,logreg,anchors,2146,1,,0,ANCHORS top local factors: age: 1.0000; education-num: 1.0000; hours-per-week: 1.0000; occupation_Exec-managerial: 1.0000; relationship_Husband: 1.0000; fnlwgt: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,80,FP,789,100,"{""cost"": 1527.4773749988526, ""faithfulness_gap"": 0.23911503136751627, ""fidelity"": 0.44128933259160463, ""runtime_ms"": 1527.4773749988526, ""sparsity"": 0.046296296296296294, ""stability"": 0.0}"
exp4_e564a6093e40672d,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_123\n_100\results.json,adult,logreg,anchors,8022,1,,1,ANCHORS top local factors: age: 1.0000; capital-loss: 1.0000; hours-per-week: 1.0000; education_10th: 1.0000; education_7th-8th: 1.0000; occupation_Farming-fishing: 1.0000; occupation_Other-service: 1.0000; relationship_Husband: 1.0000; fnlwgt: 0.0000; education-num: 0.0000,78,TP,123,100,"{""cost"": 10100.15802201815, ""faithfulness_gap"": 0.24869912872021543, ""fidelity"": 0.3859812144717625, ""runtime_ms"": 10100.15802201815, ""sparsity"": 0.07407407407407407, ""stability"": 0.17344534054508637}"
exp4_e594d44f0a99f099,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_456\n_100\results.json,breast_cancer,rf,anchors,96,1,,1,ANCHORS top local factors: area error: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TP,456,100,"{""cost"": 4006.9887000136077, ""faithfulness_gap"": 0.13, ""fidelity"": 0.6274829157943878, ""runtime_ms"": 4006.9887000136077, ""sparsity"": 0.06666666666666667, ""stability"": 0.4666666666666666}"
exp4_e5e8a4d0292d4cca,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_123\n_100\results.json,german_credit,xgb,anchors,185,0,,1,ANCHORS top local factors: duration: 1.0000; installment_commitment: 1.0000; checking_status_no checking: 1.0000; purpose_new car: 1.0000; housing_for free: 1.0000; own_telephone_none: 1.0000; credit_amount: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000,67,FN,123,100,"{""cost"": 2000.960044999374, ""faithfulness_gap"": 0.3793364465236664, ""fidelity"": 0.7193774339083032, ""runtime_ms"": 2000.960044999374, ""sparsity"": 0.09836065573770492, ""stability"": 0.7825396825396828}"
exp4_e759e990528304a2,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_123\n_100\results.json,adult,mlp,lime,9271,1,,1,LIME top local factors: occupation_Prof-specialty: 0.0458; capital-gain: 0.0430; marital-status_Divorced: 0.0427; age: 0.0339; relationship_Not-in-family: 0.0273; workclass_Private: -0.0265; sex_Female: -0.0206; marital-status_Never-married: -0.0204; education_HS-grad: -0.0164; relationship_Own-child: -0.0150,87,TP,123,100,"{""cost"": 3.5801660269498825, ""faithfulness_gap"": 0.941323034454221, ""fidelity"": 0.42863210763108067, ""runtime_ms"": 3.5801660269498825, ""sparsity"": 0.09259259259259259, ""stability"": 0.013409995828510938}"
exp4_e7770b140359bd75,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_123\n_100\results.json,adult,logreg,anchors,5982,1,,0,ANCHORS top local factors: education-num: 1.0000; occupation_Exec-managerial: 1.0000; relationship_Husband: 1.0000; age: 0.0000; fnlwgt: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,80,FP,123,100,"{""cost"": 3012.9475749999983, ""faithfulness_gap"": 0.36503881262277826, ""fidelity"": 0.6664828132949601, ""runtime_ms"": 3012.9475749999983, ""sparsity"": 0.027777777777777776, ""stability"": 0.29668089737112496}"
exp4_e9eba60d9edc4d8a,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_shap\seed_456\n_100\results.json,breast_cancer,xgb,shap,51,0,,1,SHAP top local factors: worst area: -0.1190; worst perimeter: -0.0997; worst radius: -0.0863; mean radius: -0.0631; worst texture: -0.0596; worst concave points: 0.0553; worst concavity: 0.0486; mean concave points: -0.0287; compactness error: 0.0202; area error: -0.0127,83,FN,456,100,"{""cost"": 1001.1003999970853, ""faithfulness_gap"": 0.593238353729248, ""fidelity"": 0.7247333505508214, ""runtime_ms"": 1001.1003999970853, ""sparsity"": 0.3333333333333333, ""stability"": 0.9006122597438587}"
exp4_ea764fae63b129dc,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_123\n_100\results.json,german_credit,xgb,shap,50,1,,0,SHAP top local factors: residence_since: 0.0806; checking_status_no checking: -0.0729; checking_status_<0: -0.0519; duration: -0.0336; credit_history_critical/other existing credit: -0.0272; purpose_new car: 0.0223; own_telephone_none: -0.0210; credit_amount: 0.0208; savings_status_<100: -0.0202; personal_status_female div/dep/mar: 0.0196,85,FP,123,100,"{""cost"": 1001.1525629997777, ""faithfulness_gap"": 0.05872565507888794, ""fidelity"": 0.560490539920543, ""runtime_ms"": 1001.1525629997777, ""sparsity"": 0.7540983606557377, ""stability"": 0.7267146905813754}"
exp4_ec3d891e0d43658f,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_456\n_100\results.json,german_credit,xgb,anchors,103,1,,1,ANCHORS top local factors: residence_since: 1.0000; checking_status_no checking: 1.0000; savings_status_<100: 1.0000; duration: 0.0000; credit_amount: 0.0000; installment_commitment: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000,72,TP,456,100,"{""cost"": 1000.8629869989818, ""faithfulness_gap"": 0.260974645614624, ""fidelity"": 0.3707843682318247, ""runtime_ms"": 1000.8629869989818, ""sparsity"": 0.04918032786885246, ""stability"": 0.5732879771362824}"
exp4_eec93395cc3f8408,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_shap\seed_42\n_100\results.json,german_credit,rf,shap,79,0,,0,SHAP top local factors: checking_status_<0: -0.0718; credit_history_no credits/all paid: -0.0462; checking_status_no checking: -0.0402; savings_status_<100: -0.0270; other_payment_plans_stores: -0.0226; credit_history_critical/other existing credit: -0.0220; other_payment_plans_none: -0.0186; property_magnitude_life insurance: 0.0182; age: 0.0164; checking_status_0<=X<200: 0.0139,90,TN,42,100,"{""cost"": 1012.9841649995797, ""faithfulness_gap"": 0.19999999999999996, ""fidelity"": 0.5684043590709178, ""runtime_ms"": 1012.9841649995797, ""sparsity"": 0.9344262295081968, ""stability"": 0.9962623738604081}"
exp4_f18f76706d7aa678,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_42\n_200\results.json,adult,mlp,anchors,9665,1,,1,ANCHORS top local factors: education-num: 1.0000; capital-loss: 1.0000; workclass_Local-gov: 1.0000; workclass_nan: 1.0000; education_HS-grad: 1.0000; marital-status_Married-civ-spouse: 1.0000; relationship_Wife: 1.0000; age: 0.0000; fnlwgt: 0.0000; capital-gain: 0.0000,80,TP,42,200,"{""cost"": 6738.292834001186, ""faithfulness_gap"": 0.9176558339740325, ""fidelity"": 0.5858381056813132, ""runtime_ms"": 6738.292834001186, ""sparsity"": 0.06481481481481481, ""stability"": 0.0}"
exp4_f3f9095af5de8830,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_123\n_100\results.json,breast_cancer,rf,shap,72,1,,0,SHAP top local factors: mean concave points: 0.0555; worst concave points: -0.0490; worst perimeter: 0.0391; worst texture: -0.0358; worst smoothness: -0.0316; worst concavity: -0.0310; mean concavity: -0.0224; mean texture: -0.0209; mean area: 0.0165; worst fractal dimension: -0.0129,84,FP,123,100,"{""cost"": 1001.6359000001103, ""faithfulness_gap"": 0.1499999999999999, ""fidelity"": 0.6549220862908843, ""runtime_ms"": 1001.6359000001103, ""sparsity"": 0.9333333333333333, ""stability"": 0.738055259357552}"
exp4_f4658b35cc204bfb,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_42\n_200\results.json,adult,mlp,dice,8063,1,,0,DICE top local factors: native-country_Honduras: 0.9000; occupation_Sales: 0.7000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,80,FP,42,200,"{""cost"": 453.0613340320997, ""faithfulness_gap"": 0.13194295120917798, ""fidelity"": -0.024182122092470365, ""runtime_ms"": 453.0613340320997, ""sparsity"": 0.018518518518518517, ""stability"": 0.058000140663917815}"
exp4_f567ef56c34dada8,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_123\n_100\results.json,german_credit,rf,anchors,132,1,,0,ANCHORS top local factors: age: 1.0000; checking_status_<0: 1.0000; credit_history_critical/other existing credit: 1.0000; other_payment_plans_bank: 1.0000; duration: 0.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000,70,FP,123,100,"{""cost"": 2000.9924180012604, ""faithfulness_gap"": 0.13, ""fidelity"": 0.2118349305205906, ""runtime_ms"": 2000.9924180012604, ""sparsity"": 0.06557377049180328, ""stability"": 0.5674561284506604}"
exp4_f75792557c566daf,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_42\n_100\results.json,breast_cancer,rf,shap,53,1,,0,SHAP top local factors: worst texture: 0.0423; mean concavity: 0.0307; mean texture: 0.0193; worst symmetry: 0.0176; worst perimeter: -0.0142; area error: 0.0127; worst fractal dimension: -0.0116; worst smoothness: -0.0112; radius error: 0.0112; fractal dimension error: 0.0083,79,FP,42,100,"{""cost"": 1005.7841499801725, ""faithfulness_gap"": 0.12, ""fidelity"": 0.3793366609154534, ""runtime_ms"": 1005.7841499801725, ""sparsity"": 1.0, ""stability"": 0.5013076897656521}"
exp4_f787cc3703d999cf,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_999\n_50\results.json,adult,mlp,lime,5952,0,,1,LIME top local factors: native-country_India: -0.0000; occupation_Tech-support: -0.0000; race_Asian-Pac-Islander: -0.0000; native-country_United-States: 0.0000; education_Bachelors: -0.0000; race_White: 0.0000; relationship_Husband: -0.0000; marital-status_Married-civ-spouse: -0.0000; education-num: -0.0000; age: 0.0000,91,FN,999,50,"{""cost"": 2.790750004351139, ""faithfulness_gap"": 0.6157605396902566, ""fidelity"": 0.0, ""runtime_ms"": 2.790750004351139, ""sparsity"": 0.0, ""stability"": -2.5176038286072204e-34}"
exp4_f9cc6b6fb4f65a14,exp2_scaled,experiments\exp2_scaled\results\logreg_dice\seed_456\n_50\results.json,adult,logreg,dice,4293,0,,0,DICE top local factors: capital-gain: 10.6757; relationship_Own-child: 1.1000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TN,456,50,"{""cost"": 453.57799995690584, ""faithfulness_gap"": 0.003747117082635164, ""fidelity"": 0.19144020990538166, ""runtime_ms"": 453.57799995690584, ""sparsity"": 0.018518518518518517, ""stability"": 0.9851840629815268}"
exp4_fbb0082b6f2ae806,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_999\n_200\results.json,adult,mlp,lime,9043,0,,1,LIME top local factors: relationship_Unmarried: -0.0305; occupation_Sales: -0.0262; marital-status_Married-civ-spouse: 0.0238; marital-status_Divorced: -0.0215; education_Bachelors: -0.0180; sex_Female: -0.0171; education_HS-grad: -0.0149; relationship_Own-child: -0.0138; relationship_Husband: 0.0132; sex_Male: 0.0018,83,FN,999,200,"{""cost"": 2.9600420020869933, ""faithfulness_gap"": 0.808885519357911, ""fidelity"": 0.4994033117702452, ""runtime_ms"": 2.9600420020869933, ""sparsity"": 0.09259259259259259, ""stability"": 0.06303388638660655}"
